Systeemtijd;Waarde;Datum;Totaal dt;Duizend;Dag
03:20:00;505;30-1-2017;30-1-2017;5053;maandag
03:28:00;505;30-1-2017;30-1-2017;5048;maandag
03:36:00;505;30-1-2017;30-1-2017;5047;maandag
03:44:00;504;30-1-2017;30-1-2017;5044;maandag
03:52:00;500;30-1-2017;30-1-2017;5004;maandag
04:00:00;498;30-1-2017;30-1-2017;4979;maandag
04:08:00;501;30-1-2017;30-1-2017;5007;maandag
04:16:00;501;30-1-2017;30-1-2017;5014;maandag
04:24:00;500;30-1-2017;30-1-2017;5001;maandag
04:32:00;501;30-1-2017;30-1-2017;5010;maandag
04:40:00;503;30-1-2017;30-1-2017;5026;maandag
04:48:00;504;30-1-2017;30-1-2017;5035;maandag
04:56:00;504;30-1-2017;30-1-2017;5037;maandag
05:04:00;506;30-1-2017;30-1-2017;5060;maandag
05:12:00;504;30-1-2017;30-1-2017;5039;maandag
05:20:00;502;30-1-2017;30-1-2017;5015;maandag
05:28:00;505;30-1-2017;30-1-2017;5047;maandag
05:36:00;506;30-1-2017;30-1-2017;5063;maandag
05:44:00;506;30-1-2017;30-1-2017;5055;maandag
05:52:00;503;30-1-2017;30-1-2017;5027;maandag
06:00:00;505;30-1-2017;30-1-2017;5053;maandag
06:08:00;506;30-1-2017;30-1-2017;5059;maandag
06:16:00;506;30-1-2017;30-1-2017;5064;maandag
06:24:00;506;30-1-2017;30-1-2017;5058;maandag
06:32:00;505;30-1-2017;30-1-2017;5045;maandag
06:40:00;504;30-1-2017;30-1-2017;5042;maandag
06:48:00;503;30-1-2017;30-1-2017;5028;maandag
06:56:00;513;30-1-2017;30-1-2017;5128;maandag
07:04:00;516;30-1-2017;30-1-2017;5155;maandag
07:12:00;521;30-1-2017;30-1-2017;5205;maandag
07:20:00;522;30-1-2017;30-1-2017;5218;maandag
07:28:00;517;30-1-2017;30-1-2017;5174;maandag
07:36:00;520;30-1-2017;30-1-2017;5203;maandag
07:44:00;523;30-1-2017;30-1-2017;5226;maandag
07:52:00;524;30-1-2017;30-1-2017;5242;maandag
08:00:00;526;30-1-2017;30-1-2017;5264;maandag
08:08:00;528;30-1-2017;30-1-2017;5282;maandag
08:16:00;533;30-1-2017;30-1-2017;5334;maandag
08:24:00;534;30-1-2017;30-1-2017;5340;maandag
08:32:00;539;30-1-2017;30-1-2017;5388;maandag
08:40:00;540;30-1-2017;30-1-2017;5397;maandag
08:48:00;539;30-1-2017;30-1-2017;5391;maandag
08:56:00;544;30-1-2017;30-1-2017;5437;maandag
09:04:00;548;30-1-2017;30-1-2017;5475;maandag
09:12:00;547;30-1-2017;30-1-2017;5466;maandag
09:20:00;546;30-1-2017;30-1-2017;5457;maandag
09:28:00;548;30-1-2017;30-1-2017;5478;maandag
09:36:00;547;30-1-2017;30-1-2017;5466;maandag
09:44:00;548;30-1-2017;30-1-2017;5480;maandag
09:52:00;545;30-1-2017;30-1-2017;5450;maandag
10:00:00;547;30-1-2017;30-1-2017;5467;maandag
10:08:00;545;30-1-2017;30-1-2017;5452;maandag
10:16:00;546;30-1-2017;30-1-2017;5463;maandag
10:24:00;547;30-1-2017;30-1-2017;5468;maandag
10:32:00;547;30-1-2017;30-1-2017;5468;maandag
10:40:00;548;30-1-2017;30-1-2017;5483;maandag
10:48:00;540;30-1-2017;30-1-2017;5398;maandag
10:56:00;544;30-1-2017;30-1-2017;5441;maandag
11:04:00;548;30-1-2017;30-1-2017;5477;maandag
11:12:00;548;30-1-2017;30-1-2017;5475;maandag
11:20:00;547;30-1-2017;30-1-2017;5473;maandag
11:28:00;551;30-1-2017;30-1-2017;5513;maandag
11:36:00;552;30-1-2017;30-1-2017;5517;maandag
11:44:00;550;30-1-2017;30-1-2017;5498;maandag
11:52:00;549;30-1-2017;30-1-2017;5486;maandag
12:00:00;547;30-1-2017;30-1-2017;5471;maandag
12:08:00;549;30-1-2017;30-1-2017;5492;maandag
12:16:00;556;30-1-2017;30-1-2017;5556;maandag
12:24:00;560;30-1-2017;30-1-2017;5601;maandag
12:32:00;553;30-1-2017;30-1-2017;5525;maandag
12:40:00;552;30-1-2017;30-1-2017;5521;maandag
12:48:00;553;30-1-2017;30-1-2017;5533;maandag
12:56:00;551;30-1-2017;30-1-2017;5509;maandag
13:04:00;551;30-1-2017;30-1-2017;5512;maandag
13:12:00;552;30-1-2017;30-1-2017;5522;maandag
13:20:00;553;30-1-2017;30-1-2017;5527;maandag
13:28:00;544;30-1-2017;30-1-2017;5436;maandag
13:36:00;550;30-1-2017;30-1-2017;5495;maandag
13:44:00;550;30-1-2017;30-1-2017;5497;maandag
13:52:00;544;30-1-2017;30-1-2017;5443;maandag
14:00:00;541;30-1-2017;30-1-2017;5414;maandag
14:08:00;545;30-1-2017;30-1-2017;5445;maandag
14:16:00;545;30-1-2017;30-1-2017;5454;maandag
14:24:00;552;30-1-2017;30-1-2017;5520;maandag
14:32:00;549;30-1-2017;30-1-2017;5489;maandag
14:40:00;547;30-1-2017;30-1-2017;5471;maandag
14:48:00;545;30-1-2017;30-1-2017;5452;maandag
14:56:00;543;30-1-2017;30-1-2017;5430;maandag
15:04:00;551;30-1-2017;30-1-2017;5514;maandag
15:12:00;553;30-1-2017;30-1-2017;5528;maandag
15:20:00;553;30-1-2017;30-1-2017;5525;maandag
15:28:00;548;30-1-2017;30-1-2017;5482;maandag
15:36:00;541;30-1-2017;30-1-2017;5408;maandag
15:44:00;544;30-1-2017;30-1-2017;5443;maandag
15:52:00;545;30-1-2017;30-1-2017;5449;maandag
16:00:00;542;30-1-2017;30-1-2017;5420;maandag
16:08:00;547;30-1-2017;30-1-2017;5467;maandag
16:16:00;550;30-1-2017;30-1-2017;5495;maandag
16:24:00;548;30-1-2017;30-1-2017;5476;maandag
16:32:00;542;30-1-2017;30-1-2017;5424;maandag
16:40:00;535;30-1-2017;30-1-2017;5353;maandag
16:48:00;539;30-1-2017;30-1-2017;5392;maandag
16:56:00;539;30-1-2017;30-1-2017;5388;maandag
17:04:00;544;30-1-2017;30-1-2017;5441;maandag
17:12:00;543;30-1-2017;30-1-2017;5430;maandag
17:20:00;543;30-1-2017;30-1-2017;5427;maandag
17:28:00;540;30-1-2017;30-1-2017;5399;maandag
17:36:00;538;30-1-2017;30-1-2017;5379;maandag
17:44:00;541;30-1-2017;30-1-2017;5407;maandag
17:52:00;542;30-1-2017;30-1-2017;5420;maandag
18:00:00;541;30-1-2017;30-1-2017;5409;maandag
18:08:00;543;30-1-2017;30-1-2017;5432;maandag
18:16:00;539;30-1-2017;30-1-2017;5394;maandag
18:24:00;542;30-1-2017;30-1-2017;5415;maandag
18:32:00;545;30-1-2017;30-1-2017;5452;maandag
18:40:00;539;30-1-2017;30-1-2017;5387;maandag
18:48:00;546;30-1-2017;30-1-2017;5462;maandag
18:56:00;548;30-1-2017;30-1-2017;5483;maandag
19:04:00;549;30-1-2017;30-1-2017;5489;maandag
19:12:00;550;30-1-2017;30-1-2017;5502;maandag
19:20:00;542;30-1-2017;30-1-2017;5424;maandag
19:28:00;539;30-1-2017;30-1-2017;5392;maandag
19:36:00;540;30-1-2017;30-1-2017;5398;maandag
19:44:00;542;30-1-2017;30-1-2017;5423;maandag
19:52:00;542;30-1-2017;30-1-2017;5421;maandag
20:00:00;544;30-1-2017;30-1-2017;5435;maandag
20:08:00;538;30-1-2017;30-1-2017;5377;maandag
20:16:00;544;30-1-2017;30-1-2017;5438;maandag
20:24:00;536;30-1-2017;30-1-2017;5357;maandag
20:32:00;541;30-1-2017;30-1-2017;5411;maandag
20:40:00;539;30-1-2017;30-1-2017;5389;maandag
20:48:00;536;30-1-2017;30-1-2017;5357;maandag
20:56:00;544;30-1-2017;30-1-2017;5437;maandag
21:04:00;544;30-1-2017;30-1-2017;5436;maandag
21:12:00;541;30-1-2017;30-1-2017;5411;maandag
21:20:00;538;30-1-2017;30-1-2017;5381;maandag
21:28:00;540;30-1-2017;30-1-2017;5398;maandag
21:36:00;540;30-1-2017;30-1-2017;5400;maandag
21:44:00;540;30-1-2017;30-1-2017;5400;maandag
21:52:00;537;30-1-2017;30-1-2017;5367;maandag
22:00:00;541;30-1-2017;30-1-2017;5405;maandag
22:08:00;541;30-1-2017;30-1-2017;5408;maandag
22:16:00;541;30-1-2017;30-1-2017;5410;maandag
22:24:00;539;30-1-2017;30-1-2017;5385;maandag
22:32:00;537;30-1-2017;30-1-2017;5366;maandag
22:40:00;539;30-1-2017;30-1-2017;5385;maandag
22:48:00;539;30-1-2017;30-1-2017;5389;maandag
22:56:00;541;30-1-2017;30-1-2017;5406;maandag
23:04:00;539;30-1-2017;30-1-2017;5394;maandag
23:12:00;541;30-1-2017;30-1-2017;5405;maandag
23:20:00;545;30-1-2017;30-1-2017;5453;maandag
23:28:00;546;30-1-2017;30-1-2017;5455;maandag
23:36:00;539;30-1-2017;30-1-2017;5385;maandag
23:44:00;533;30-1-2017;30-1-2017;5334;maandag
23:52:00;530;30-1-2017;30-1-2017;5295;maandag
00:00:00;528;31-1-2017;31-1-2017;5278;dinsdag
00:08:00;529;31-1-2017;31-1-2017;5286;dinsdag
00:16:00;529;31-1-2017;31-1-2017;5287;dinsdag
00:24:00;529;31-1-2017;31-1-2017;5290;dinsdag
00:32:00;524;31-1-2017;31-1-2017;5236;dinsdag
00:40:00;527;31-1-2017;31-1-2017;5267;dinsdag
00:48:00;526;31-1-2017;31-1-2017;5261;dinsdag
00:56:00;524;31-1-2017;31-1-2017;5241;dinsdag
01:04:00;528;31-1-2017;31-1-2017;5277;dinsdag
01:12:00;529;31-1-2017;31-1-2017;5288;dinsdag
01:20:00;529;31-1-2017;31-1-2017;5287;dinsdag
01:28:00;526;31-1-2017;31-1-2017;5262;dinsdag
01:36:00;524;31-1-2017;31-1-2017;5244;dinsdag
01:44:00;521;31-1-2017;31-1-2017;5209;dinsdag
01:52:00;523;31-1-2017;31-1-2017;5228;dinsdag
02:00:00;522;31-1-2017;31-1-2017;5222;dinsdag
02:08:00;526;31-1-2017;31-1-2017;5259;dinsdag
02:16:00;523;31-1-2017;31-1-2017;5231;dinsdag
02:24:00;514;31-1-2017;31-1-2017;5142;dinsdag
02:32:00;505;31-1-2017;31-1-2017;5052;dinsdag
02:40:00;503;31-1-2017;31-1-2017;5030;dinsdag
02:48:00;507;31-1-2017;31-1-2017;5065;dinsdag
02:56:00;506;31-1-2017;31-1-2017;5060;dinsdag
03:04:00;507;31-1-2017;31-1-2017;5070;dinsdag
03:12:00;511;31-1-2017;31-1-2017;5114;dinsdag
03:20:00;506;31-1-2017;31-1-2017;5060;dinsdag
03:28:00;503;31-1-2017;31-1-2017;5027;dinsdag
03:36:00;505;31-1-2017;31-1-2017;5053;dinsdag
03:44:00;505;31-1-2017;31-1-2017;5051;dinsdag
03:52:00;509;31-1-2017;31-1-2017;5093;dinsdag
04:00:00;507;31-1-2017;31-1-2017;5070;dinsdag
04:08:00;508;31-1-2017;31-1-2017;5084;dinsdag
04:16:00;506;31-1-2017;31-1-2017;5064;dinsdag
04:24:00;508;31-1-2017;31-1-2017;5075;dinsdag
04:32:00;501;31-1-2017;31-1-2017;5012;dinsdag
04:40:00;502;31-1-2017;31-1-2017;5021;dinsdag
04:48:00;505;31-1-2017;31-1-2017;5048;dinsdag
04:56:00;503;31-1-2017;31-1-2017;5032;dinsdag
05:04:00;505;31-1-2017;31-1-2017;5048;dinsdag
05:12:00;505;31-1-2017;31-1-2017;5047;dinsdag
05:20:00;505;31-1-2017;31-1-2017;5047;dinsdag
05:28:00;502;31-1-2017;31-1-2017;5017;dinsdag
05:36:00;500;31-1-2017;31-1-2017;4999;dinsdag
05:44:00;503;31-1-2017;31-1-2017;5026;dinsdag
05:52:00;504;31-1-2017;31-1-2017;5044;dinsdag
06:00:00;503;31-1-2017;31-1-2017;5028;dinsdag
06:08:00;508;31-1-2017;31-1-2017;5081;dinsdag
06:16:00;508;31-1-2017;31-1-2017;5077;dinsdag
06:24:00;512;31-1-2017;31-1-2017;5120;dinsdag
06:32:00;510;31-1-2017;31-1-2017;5098;dinsdag
06:40:00;519;31-1-2017;31-1-2017;5185;dinsdag
06:48:00;520;31-1-2017;31-1-2017;5199;dinsdag
06:56:00;512;31-1-2017;31-1-2017;5124;dinsdag
07:04:00;508;31-1-2017;31-1-2017;5084;dinsdag
07:12:00;508;31-1-2017;31-1-2017;5080;dinsdag
07:20:00;506;31-1-2017;31-1-2017;5059;dinsdag
07:28:00;509;31-1-2017;31-1-2017;5090;dinsdag
07:36:00;512;31-1-2017;31-1-2017;5118;dinsdag
07:44:00;514;31-1-2017;31-1-2017;5136;dinsdag
07:52:00;506;31-1-2017;31-1-2017;5059;dinsdag
08:00:00;512;31-1-2017;31-1-2017;5124;dinsdag
08:08:00;513;31-1-2017;31-1-2017;5125;dinsdag
08:16:00;514;31-1-2017;31-1-2017;5135;dinsdag
08:24:00;511;31-1-2017;31-1-2017;5111;dinsdag
08:32:00;509;31-1-2017;31-1-2017;5092;dinsdag
08:40:00;513;31-1-2017;31-1-2017;5132;dinsdag
08:48:00;512;31-1-2017;31-1-2017;5120;dinsdag
08:56:00;514;31-1-2017;31-1-2017;5139;dinsdag
09:04:00;513;31-1-2017;31-1-2017;5130;dinsdag
09:12:00;518;31-1-2017;31-1-2017;5184;dinsdag
09:20:00;516;31-1-2017;31-1-2017;5164;dinsdag
09:28:00;512;31-1-2017;31-1-2017;5123;dinsdag
09:36:00;511;31-1-2017;31-1-2017;5109;dinsdag
09:44:00;509;31-1-2017;31-1-2017;5090;dinsdag
09:52:00;516;31-1-2017;31-1-2017;5162;dinsdag
10:00:00;523;31-1-2017;31-1-2017;5226;dinsdag
10:08:00;525;31-1-2017;31-1-2017;5254;dinsdag
10:16:00;522;31-1-2017;31-1-2017;5220;dinsdag
10:24:00;516;31-1-2017;31-1-2017;5155;dinsdag
10:32:00;517;31-1-2017;31-1-2017;5167;dinsdag
10:40:00;522;31-1-2017;31-1-2017;5217;dinsdag
10:48:00;522;31-1-2017;31-1-2017;5216;dinsdag
10:56:00;517;31-1-2017;31-1-2017;5172;dinsdag
11:04:00;516;31-1-2017;31-1-2017;5160;dinsdag
11:12:00;518;31-1-2017;31-1-2017;5179;dinsdag
11:20:00;518;31-1-2017;31-1-2017;5175;dinsdag
11:28:00;522;31-1-2017;31-1-2017;5224;dinsdag
11:36:00;519;31-1-2017;31-1-2017;5191;dinsdag
11:44:00;517;31-1-2017;31-1-2017;5174;dinsdag
11:52:00;515;31-1-2017;31-1-2017;5149;dinsdag
12:00:00;515;31-1-2017;31-1-2017;5150;dinsdag
12:08:00;518;31-1-2017;31-1-2017;5176;dinsdag
12:16:00;521;31-1-2017;31-1-2017;5211;dinsdag
12:24:00;518;31-1-2017;31-1-2017;5182;dinsdag
12:32:00;518;31-1-2017;31-1-2017;5181;dinsdag
12:40:00;520;31-1-2017;31-1-2017;5195;dinsdag
12:48:00;519;31-1-2017;31-1-2017;5190;dinsdag
12:56:00;517;31-1-2017;31-1-2017;5173;dinsdag
13:04:00;518;31-1-2017;31-1-2017;5184;dinsdag
13:12:00;512;31-1-2017;31-1-2017;5123;dinsdag
13:20:00;517;31-1-2017;31-1-2017;5170;dinsdag
13:28:00;520;31-1-2017;31-1-2017;5204;dinsdag
13:36:00;519;31-1-2017;31-1-2017;5186;dinsdag
13:44:00;519;31-1-2017;31-1-2017;5194;dinsdag
13:52:00;518;31-1-2017;31-1-2017;5181;dinsdag
14:00:00;519;31-1-2017;31-1-2017;5185;dinsdag
14:08:00;523;31-1-2017;31-1-2017;5225;dinsdag
14:16:00;528;31-1-2017;31-1-2017;5280;dinsdag
14:24:00;524;31-1-2017;31-1-2017;5241;dinsdag
14:32:00;521;31-1-2017;31-1-2017;5212;dinsdag
14:40:00;521;31-1-2017;31-1-2017;5212;dinsdag
14:48:00;522;31-1-2017;31-1-2017;5215;dinsdag
14:56:00;532;31-1-2017;31-1-2017;5315;dinsdag
15:04:00;531;31-1-2017;31-1-2017;5308;dinsdag
15:12:00;528;31-1-2017;31-1-2017;5281;dinsdag
15:20:00;524;31-1-2017;31-1-2017;5242;dinsdag
15:28:00;524;31-1-2017;31-1-2017;5238;dinsdag
15:36:00;521;31-1-2017;31-1-2017;5207;dinsdag
15:44:00;524;31-1-2017;31-1-2017;5244;dinsdag
15:52:00;527;31-1-2017;31-1-2017;5274;dinsdag
16:00:00;528;31-1-2017;31-1-2017;5277;dinsdag
16:08:00;525;31-1-2017;31-1-2017;5250;dinsdag
16:16:00;521;31-1-2017;31-1-2017;5211;dinsdag
16:24:00;521;31-1-2017;31-1-2017;5209;dinsdag
16:32:00;521;31-1-2017;31-1-2017;5205;dinsdag
16:40:00;522;31-1-2017;31-1-2017;5219;dinsdag
16:48:00;526;31-1-2017;31-1-2017;5256;dinsdag
16:56:00;531;31-1-2017;31-1-2017;5309;dinsdag
17:04:00;525;31-1-2017;31-1-2017;5246;dinsdag
17:12:00;533;31-1-2017;31-1-2017;5329;dinsdag
17:20:00;527;31-1-2017;31-1-2017;5274;dinsdag
17:28:00;522;31-1-2017;31-1-2017;5222;dinsdag
17:36:00;520;31-1-2017;31-1-2017;5201;dinsdag
17:44:00;524;31-1-2017;31-1-2017;5238;dinsdag
17:52:00;527;31-1-2017;31-1-2017;5265;dinsdag
18:00:00;523;31-1-2017;31-1-2017;5233;dinsdag
18:08:00;523;31-1-2017;31-1-2017;5227;dinsdag
18:16:00;521;31-1-2017;31-1-2017;5209;dinsdag
18:24:00;518;31-1-2017;31-1-2017;5175;dinsdag
18:32:00;517;31-1-2017;31-1-2017;5167;dinsdag
18:40:00;517;31-1-2017;31-1-2017;5167;dinsdag
18:48:00;515;31-1-2017;31-1-2017;5153;dinsdag
18:56:00;514;31-1-2017;31-1-2017;5136;dinsdag
19:04:00;520;31-1-2017;31-1-2017;5199;dinsdag
19:12:00;516;31-1-2017;31-1-2017;5163;dinsdag
19:20:00;510;31-1-2017;31-1-2017;5099;dinsdag
19:28:00;509;31-1-2017;31-1-2017;5092;dinsdag
19:36:00;519;31-1-2017;31-1-2017;5192;dinsdag
19:44:00;519;31-1-2017;31-1-2017;5190;dinsdag
19:52:00;519;31-1-2017;31-1-2017;5194;dinsdag
20:00:00;523;31-1-2017;31-1-2017;5234;dinsdag
20:08:00;525;31-1-2017;31-1-2017;5246;dinsdag
20:16:00;524;31-1-2017;31-1-2017;5244;dinsdag
20:24:00;523;31-1-2017;31-1-2017;5226;dinsdag
20:32:00;526;31-1-2017;31-1-2017;5263;dinsdag
20:40:00;523;31-1-2017;31-1-2017;5228;dinsdag
20:48:00;521;31-1-2017;31-1-2017;5214;dinsdag
20:56:00;530;31-1-2017;31-1-2017;5300;dinsdag
21:04:00;524;31-1-2017;31-1-2017;5243;dinsdag
21:12:00;522;31-1-2017;31-1-2017;5217;dinsdag
21:20:00;528;31-1-2017;31-1-2017;5275;dinsdag
21:28:00;518;31-1-2017;31-1-2017;5175;dinsdag
21:36:00;509;31-1-2017;31-1-2017;5094;dinsdag
21:44:00;514;31-1-2017;31-1-2017;5141;dinsdag
21:52:00;513;31-1-2017;31-1-2017;5133;dinsdag
22:00:00;513;31-1-2017;31-1-2017;5128;dinsdag
22:08:00;511;31-1-2017;31-1-2017;5108;dinsdag
22:16:00;514;31-1-2017;31-1-2017;5142;dinsdag
22:24:00;515;31-1-2017;31-1-2017;5150;dinsdag
22:32:00;518;31-1-2017;31-1-2017;5177;dinsdag
22:40:00;521;31-1-2017;31-1-2017;5212;dinsdag
22:48:00;522;31-1-2017;31-1-2017;5222;dinsdag
22:56:00;520;31-1-2017;31-1-2017;5203;dinsdag
23:04:00;517;31-1-2017;31-1-2017;5172;dinsdag
23:12:00;511;31-1-2017;31-1-2017;5112;dinsdag
23:20:00;515;31-1-2017;31-1-2017;5150;dinsdag
23:28:00;520;31-1-2017;31-1-2017;5196;dinsdag
23:36:00;518;31-1-2017;31-1-2017;5175;dinsdag
23:44:00;515;31-1-2017;31-1-2017;5148;dinsdag
23:52:00;506;31-1-2017;31-1-2017;5059;dinsdag
00:00:00;511;1-2-2017;1-2-2017;5109;woensdag
00:08:00;513;1-2-2017;1-2-2017;5127;woensdag
00:16:00;512;1-2-2017;1-2-2017;5121;woensdag
00:24:00;519;1-2-2017;1-2-2017;5188;woensdag
00:32:00;520;1-2-2017;1-2-2017;5202;woensdag
00:40:00;512;1-2-2017;1-2-2017;5121;woensdag
00:48:00;518;1-2-2017;1-2-2017;5179;woensdag
00:56:00;528;1-2-2017;1-2-2017;5279;woensdag
01:04:00;530;1-2-2017;1-2-2017;5300;woensdag
01:12:00;528;1-2-2017;1-2-2017;5283;woensdag
01:20:00;531;1-2-2017;1-2-2017;5314;woensdag
01:28:00;531;1-2-2017;1-2-2017;5306;woensdag
01:36:00;531;1-2-2017;1-2-2017;5309;woensdag
01:44:00;529;1-2-2017;1-2-2017;5294;woensdag
01:52:00;525;1-2-2017;1-2-2017;5254;woensdag
02:00:00;531;1-2-2017;1-2-2017;5307;woensdag
02:08:00;530;1-2-2017;1-2-2017;5296;woensdag
02:16:00;531;1-2-2017;1-2-2017;5314;woensdag
02:24:00;533;1-2-2017;1-2-2017;5325;woensdag
02:32:00;533;1-2-2017;1-2-2017;5333;woensdag
02:40:00;534;1-2-2017;1-2-2017;5336;woensdag
02:48:00;532;1-2-2017;1-2-2017;5317;woensdag
02:56:00;530;1-2-2017;1-2-2017;5297;woensdag
03:04:00;524;1-2-2017;1-2-2017;5235;woensdag
03:12:00;525;1-2-2017;1-2-2017;5247;woensdag
03:20:00;528;1-2-2017;1-2-2017;5284;woensdag
03:28:00;538;1-2-2017;1-2-2017;5381;woensdag
03:36:00;536;1-2-2017;1-2-2017;5357;woensdag
03:44:00;539;1-2-2017;1-2-2017;5390;woensdag
03:52:00;530;1-2-2017;1-2-2017;5303;woensdag
04:00:00;532;1-2-2017;1-2-2017;5320;woensdag
04:08:00;531;1-2-2017;1-2-2017;5310;woensdag
04:16:00;524;1-2-2017;1-2-2017;5237;woensdag
04:24:00;523;1-2-2017;1-2-2017;5234;woensdag
04:32:00;521;1-2-2017;1-2-2017;5212;woensdag
04:40:00;524;1-2-2017;1-2-2017;5237;woensdag
04:48:00;519;1-2-2017;1-2-2017;5187;woensdag
04:56:00;518;1-2-2017;1-2-2017;5177;woensdag
05:04:00;511;1-2-2017;1-2-2017;5113;woensdag
05:12:00;512;1-2-2017;1-2-2017;5120;woensdag
05:20:00;512;1-2-2017;1-2-2017;5123;woensdag
05:28:00;511;1-2-2017;1-2-2017;5110;woensdag
05:36:00;509;1-2-2017;1-2-2017;5091;woensdag
05:44:00;505;1-2-2017;1-2-2017;5053;woensdag
05:52:00;511;1-2-2017;1-2-2017;5108;woensdag
06:00:00;511;1-2-2017;1-2-2017;5110;woensdag
06:08:00;508;1-2-2017;1-2-2017;5078;woensdag
06:16:00;498;1-2-2017;1-2-2017;4978;woensdag
06:24:00;492;1-2-2017;1-2-2017;4915;woensdag
06:32:00;490;1-2-2017;1-2-2017;4896;woensdag
06:40:00;490;1-2-2017;1-2-2017;4901;woensdag
06:48:00;497;1-2-2017;1-2-2017;4974;woensdag
06:56:00;507;1-2-2017;1-2-2017;5074;woensdag
07:04:00;513;1-2-2017;1-2-2017;5125;woensdag
07:12:00;512;1-2-2017;1-2-2017;5121;woensdag
07:20:00;519;1-2-2017;1-2-2017;5190;woensdag
07:28:00;516;1-2-2017;1-2-2017;5157;woensdag
07:36:00;520;1-2-2017;1-2-2017;5203;woensdag
07:44:00;519;1-2-2017;1-2-2017;5188;woensdag
07:52:00;520;1-2-2017;1-2-2017;5199;woensdag
08:00:00;521;1-2-2017;1-2-2017;5212;woensdag
08:08:00;520;1-2-2017;1-2-2017;5204;woensdag
08:16:00;519;1-2-2017;1-2-2017;5188;woensdag
08:24:00;519;1-2-2017;1-2-2017;5189;woensdag
08:32:00;516;1-2-2017;1-2-2017;5160;woensdag
08:40:00;518;1-2-2017;1-2-2017;5182;woensdag
08:48:00;525;1-2-2017;1-2-2017;5245;woensdag
08:56:00;530;1-2-2017;1-2-2017;5296;woensdag
09:04:00;527;1-2-2017;1-2-2017;5270;woensdag
09:12:00;528;1-2-2017;1-2-2017;5280;woensdag
09:20:00;529;1-2-2017;1-2-2017;5288;woensdag
09:28:00;525;1-2-2017;1-2-2017;5249;woensdag
09:36:00;526;1-2-2017;1-2-2017;5255;woensdag
09:44:00;521;1-2-2017;1-2-2017;5206;woensdag
09:52:00;524;1-2-2017;1-2-2017;5244;woensdag
10:00:00;526;1-2-2017;1-2-2017;5261;woensdag
10:08:00;528;1-2-2017;1-2-2017;5282;woensdag
10:16:00;524;1-2-2017;1-2-2017;5237;woensdag
10:24:00;525;1-2-2017;1-2-2017;5250;woensdag
10:32:00;525;1-2-2017;1-2-2017;5251;woensdag
10:40:00;523;1-2-2017;1-2-2017;5233;woensdag
10:48:00;517;1-2-2017;1-2-2017;5168;woensdag
10:56:00;521;1-2-2017;1-2-2017;5212;woensdag
11:04:00;521;1-2-2017;1-2-2017;5212;woensdag
11:12:00;525;1-2-2017;1-2-2017;5251;woensdag
11:20:00;525;1-2-2017;1-2-2017;5252;woensdag
11:28:00;526;1-2-2017;1-2-2017;5256;woensdag
11:36:00;528;1-2-2017;1-2-2017;5278;woensdag
11:44:00;536;1-2-2017;1-2-2017;5363;woensdag
11:52:00;532;1-2-2017;1-2-2017;5319;woensdag
12:00:00;527;1-2-2017;1-2-2017;5269;woensdag
12:08:00;527;1-2-2017;1-2-2017;5274;woensdag
12:16:00;528;1-2-2017;1-2-2017;5284;woensdag
12:24:00;530;1-2-2017;1-2-2017;5300;woensdag
12:32:00;532;1-2-2017;1-2-2017;5316;woensdag
12:40:00;525;1-2-2017;1-2-2017;5251;woensdag
12:48:00;532;1-2-2017;1-2-2017;5323;woensdag
12:56:00;529;1-2-2017;1-2-2017;5291;woensdag
13:04:00;521;1-2-2017;1-2-2017;5206;woensdag
13:12:00;523;1-2-2017;1-2-2017;5230;woensdag
13:20:00;524;1-2-2017;1-2-2017;5240;woensdag
13:28:00;527;1-2-2017;1-2-2017;5268;woensdag
13:36:00;526;1-2-2017;1-2-2017;5262;woensdag
13:44:00;525;1-2-2017;1-2-2017;5247;woensdag
13:52:00;531;1-2-2017;1-2-2017;5306;woensdag
14:00:00;529;1-2-2017;1-2-2017;5291;woensdag
14:08:00;528;1-2-2017;1-2-2017;5275;woensdag
14:16:00;534;1-2-2017;1-2-2017;5343;woensdag
14:24:00;524;1-2-2017;1-2-2017;5243;woensdag
14:32:00;521;1-2-2017;1-2-2017;5213;woensdag
14:40:00;520;1-2-2017;1-2-2017;5204;woensdag
14:48:00;519;1-2-2017;1-2-2017;5194;woensdag
14:56:00;520;1-2-2017;1-2-2017;5201;woensdag
15:04:00;526;1-2-2017;1-2-2017;5263;woensdag
15:12:00;525;1-2-2017;1-2-2017;5248;woensdag
15:20:00;523;1-2-2017;1-2-2017;5225;woensdag
15:28:00;522;1-2-2017;1-2-2017;5217;woensdag
15:36:00;521;1-2-2017;1-2-2017;5211;woensdag
15:44:00;523;1-2-2017;1-2-2017;5227;woensdag
15:52:00;522;1-2-2017;1-2-2017;5216;woensdag
16:00:00;520;1-2-2017;1-2-2017;5199;woensdag
16:08:00;518;1-2-2017;1-2-2017;5180;woensdag
16:16:00;517;1-2-2017;1-2-2017;5174;woensdag
16:24:00;519;1-2-2017;1-2-2017;5194;woensdag
16:32:00;521;1-2-2017;1-2-2017;5214;woensdag
16:40:00;521;1-2-2017;1-2-2017;5207;woensdag
16:48:00;522;1-2-2017;1-2-2017;5217;woensdag
16:56:00;518;1-2-2017;1-2-2017;5177;woensdag
17:04:00;522;1-2-2017;1-2-2017;5222;woensdag
