Systeemtijd;Waarde;Datum;Totaal dt;Duizend;Dag
15:04:00;591;31-10-2016;31-10-2016;5906;maandag
15:12:00;585;31-10-2016;31-10-2016;5848;maandag
15:20:00;582;31-10-2016;31-10-2016;5817;maandag
15:28:00;580;31-10-2016;31-10-2016;5801;maandag
15:36:00;580;31-10-2016;31-10-2016;5795;maandag
15:44:00;578;31-10-2016;31-10-2016;5783;maandag
15:52:00;580;31-10-2016;31-10-2016;5795;maandag
16:00:00;584;31-10-2016;31-10-2016;5836;maandag
16:08:00;582;31-10-2016;31-10-2016;5824;maandag
16:16:00;584;31-10-2016;31-10-2016;5844;maandag
16:24:00;588;31-10-2016;31-10-2016;5883;maandag
16:32:00;584;31-10-2016;31-10-2016;5837;maandag
16:40:00;584;31-10-2016;31-10-2016;5844;maandag
16:48:00;586;31-10-2016;31-10-2016;5856;maandag
16:56:00;588;31-10-2016;31-10-2016;5876;maandag
17:04:00;593;31-10-2016;31-10-2016;5927;maandag
17:12:00;601;31-10-2016;31-10-2016;6009;maandag
17:20:00;603;31-10-2016;31-10-2016;6027;maandag
17:28:00;604;31-10-2016;31-10-2016;6036;maandag
17:36:00;610;31-10-2016;31-10-2016;6102;maandag
17:44:00;610;31-10-2016;31-10-2016;6104;maandag
17:52:00;613;31-10-2016;31-10-2016;6131;maandag
18:00:00;617;31-10-2016;31-10-2016;6169;maandag
18:08:00;626;31-10-2016;31-10-2016;6260;maandag
18:16:00;636;31-10-2016;31-10-2016;6360;maandag
18:24:00;630;31-10-2016;31-10-2016;6300;maandag
18:32:00;622;31-10-2016;31-10-2016;6217;maandag
18:40:00;619;31-10-2016;31-10-2016;6185;maandag
18:48:00;623;31-10-2016;31-10-2016;6229;maandag
18:56:00;619;31-10-2016;31-10-2016;6187;maandag
19:04:00;614;31-10-2016;31-10-2016;6143;maandag
19:12:00;612;31-10-2016;31-10-2016;6119;maandag
19:20:00;620;31-10-2016;31-10-2016;6199;maandag
19:28:00;621;31-10-2016;31-10-2016;6210;maandag
19:36:00;620;31-10-2016;31-10-2016;6203;maandag
19:44:00;621;31-10-2016;31-10-2016;6207;maandag
19:52:00;621;31-10-2016;31-10-2016;6208;maandag
20:00:00;625;31-10-2016;31-10-2016;6247;maandag
20:08:00;630;31-10-2016;31-10-2016;6302;maandag
20:16:00;634;31-10-2016;31-10-2016;6341;maandag
20:24:00;638;31-10-2016;31-10-2016;6379;maandag
20:32:00;644;31-10-2016;31-10-2016;6443;maandag
20:40:00;647;31-10-2016;31-10-2016;6468;maandag
20:48:00;646;31-10-2016;31-10-2016;6462;maandag
20:56:00;650;31-10-2016;31-10-2016;6504;maandag
21:04:00;654;31-10-2016;31-10-2016;6541;maandag
21:12:00;663;31-10-2016;31-10-2016;6627;maandag
21:20:00;658;31-10-2016;31-10-2016;6577;maandag
21:28:00;663;31-10-2016;31-10-2016;6625;maandag
21:36:00;664;31-10-2016;31-10-2016;6643;maandag
21:44:00;668;31-10-2016;31-10-2016;6680;maandag
21:52:00;674;31-10-2016;31-10-2016;6737;maandag
22:00:00;679;31-10-2016;31-10-2016;6794;maandag
22:08:00;678;31-10-2016;31-10-2016;6778;maandag
22:16:00;679;31-10-2016;31-10-2016;6792;maandag
22:24:00;682;31-10-2016;31-10-2016;6818;maandag
22:32:00;689;31-10-2016;31-10-2016;6886;maandag
22:40:00;682;31-10-2016;31-10-2016;6821;maandag
22:48:00;681;31-10-2016;31-10-2016;6812;maandag
22:56:00;684;31-10-2016;31-10-2016;6836;maandag
23:04:00;681;31-10-2016;31-10-2016;6810;maandag
23:12:00;673;31-10-2016;31-10-2016;6729;maandag
23:20:00;683;31-10-2016;31-10-2016;6826;maandag
23:28:00;681;31-10-2016;31-10-2016;6808;maandag
23:36:00;671;31-10-2016;31-10-2016;6708;maandag
23:44:00;669;31-10-2016;31-10-2016;6688;maandag
23:52:00;673;31-10-2016;31-10-2016;6729;maandag
00:00:00;673;1-11-2016;1-11-2016;6734;dinsdag
00:08:00;673;1-11-2016;1-11-2016;6733;dinsdag
00:16:00;672;1-11-2016;1-11-2016;6716;dinsdag
00:24:00;668;1-11-2016;1-11-2016;6676;dinsdag
00:32:00;666;1-11-2016;1-11-2016;6662;dinsdag
00:40:00;670;1-11-2016;1-11-2016;6699;dinsdag
00:48:00;670;1-11-2016;1-11-2016;6698;dinsdag
00:56:00;665;1-11-2016;1-11-2016;6651;dinsdag
01:04:00;660;1-11-2016;1-11-2016;6597;dinsdag
01:12:00;659;1-11-2016;1-11-2016;6590;dinsdag
01:20:00;655;1-11-2016;1-11-2016;6554;dinsdag
01:28:00;652;1-11-2016;1-11-2016;6516;dinsdag
01:36:00;647;1-11-2016;1-11-2016;6468;dinsdag
01:44:00;649;1-11-2016;1-11-2016;6491;dinsdag
01:52:00;648;1-11-2016;1-11-2016;6475;dinsdag
02:00:00;643;1-11-2016;1-11-2016;6429;dinsdag
02:08:00;642;1-11-2016;1-11-2016;6419;dinsdag
02:16:00;645;1-11-2016;1-11-2016;6445;dinsdag
02:24:00;641;1-11-2016;1-11-2016;6411;dinsdag
02:32:00;636;1-11-2016;1-11-2016;6355;dinsdag
02:40:00;635;1-11-2016;1-11-2016;6350;dinsdag
02:48:00;639;1-11-2016;1-11-2016;6386;dinsdag
02:56:00;636;1-11-2016;1-11-2016;6355;dinsdag
03:04:00;634;1-11-2016;1-11-2016;6343;dinsdag
03:12:00;637;1-11-2016;1-11-2016;6371;dinsdag
03:20:00;638;1-11-2016;1-11-2016;6384;dinsdag
03:28:00;640;1-11-2016;1-11-2016;6403;dinsdag
03:36:00;633;1-11-2016;1-11-2016;6331;dinsdag
03:44:00;625;1-11-2016;1-11-2016;6248;dinsdag
03:52:00;625;1-11-2016;1-11-2016;6248;dinsdag
04:00:00;625;1-11-2016;1-11-2016;6251;dinsdag
04:08:00;625;1-11-2016;1-11-2016;6251;dinsdag
04:16:00;627;1-11-2016;1-11-2016;6271;dinsdag
04:24:00;628;1-11-2016;1-11-2016;6279;dinsdag
04:32:00;631;1-11-2016;1-11-2016;6306;dinsdag
04:40:00;632;1-11-2016;1-11-2016;6315;dinsdag
04:48:00;634;1-11-2016;1-11-2016;6338;dinsdag
04:56:00;636;1-11-2016;1-11-2016;6356;dinsdag
05:04:00;638;1-11-2016;1-11-2016;6379;dinsdag
05:12:00;640;1-11-2016;1-11-2016;6399;dinsdag
05:20:00;642;1-11-2016;1-11-2016;6419;dinsdag
05:28:00;644;1-11-2016;1-11-2016;6435;dinsdag
05:36:00;648;1-11-2016;1-11-2016;6481;dinsdag
05:44:00;650;1-11-2016;1-11-2016;6503;dinsdag
05:52:00;655;1-11-2016;1-11-2016;6545;dinsdag
06:00:00;659;1-11-2016;1-11-2016;6589;dinsdag
06:08:00;660;1-11-2016;1-11-2016;6596;dinsdag
06:16:00;666;1-11-2016;1-11-2016;6660;dinsdag
06:24:00;676;1-11-2016;1-11-2016;6756;dinsdag
06:32:00;676;1-11-2016;1-11-2016;6755;dinsdag
06:40:00;673;1-11-2016;1-11-2016;6729;dinsdag
06:48:00;671;1-11-2016;1-11-2016;6712;dinsdag
06:56:00;676;1-11-2016;1-11-2016;6760;dinsdag
07:04:00;682;1-11-2016;1-11-2016;6822;dinsdag
07:12:00;689;1-11-2016;1-11-2016;6886;dinsdag
07:20:00;697;1-11-2016;1-11-2016;6970;dinsdag
07:28:00;699;1-11-2016;1-11-2016;6994;dinsdag
07:36:00;707;1-11-2016;1-11-2016;7067;dinsdag
07:44:00;707;1-11-2016;1-11-2016;7071;dinsdag
07:52:00;704;1-11-2016;1-11-2016;7036;dinsdag
08:00:00;708;1-11-2016;1-11-2016;7082;dinsdag
08:08:00;709;1-11-2016;1-11-2016;7093;dinsdag
08:16:00;709;1-11-2016;1-11-2016;7094;dinsdag
08:24:00;709;1-11-2016;1-11-2016;7094;dinsdag
08:32:00;705;1-11-2016;1-11-2016;7052;dinsdag
08:40:00;704;1-11-2016;1-11-2016;7043;dinsdag
08:48:00;708;1-11-2016;1-11-2016;7077;dinsdag
08:56:00;711;1-11-2016;1-11-2016;7112;dinsdag
09:04:00;713;1-11-2016;1-11-2016;7130;dinsdag
09:12:00;715;1-11-2016;1-11-2016;7149;dinsdag
09:20:00;721;1-11-2016;1-11-2016;7206;dinsdag
09:28:00;731;1-11-2016;1-11-2016;7306;dinsdag
09:36:00;739;1-11-2016;1-11-2016;7393;dinsdag
09:44:00;739;1-11-2016;1-11-2016;7389;dinsdag
09:52:00;735;1-11-2016;1-11-2016;7353;dinsdag
10:00:00;732;1-11-2016;1-11-2016;7318;dinsdag
10:08:00;727;1-11-2016;1-11-2016;7266;dinsdag
10:16:00;723;1-11-2016;1-11-2016;7231;dinsdag
10:24:00;721;1-11-2016;1-11-2016;7210;dinsdag
10:32:00;722;1-11-2016;1-11-2016;7218;dinsdag
10:40:00;716;1-11-2016;1-11-2016;7155;dinsdag
10:48:00;711;1-11-2016;1-11-2016;7105;dinsdag
10:56:00;701;1-11-2016;1-11-2016;7005;dinsdag
11:04:00;676;1-11-2016;1-11-2016;6755;dinsdag
11:12:00;661;1-11-2016;1-11-2016;6605;dinsdag
11:20:00;641;1-11-2016;1-11-2016;6405;dinsdag
11:28:00;638;1-11-2016;1-11-2016;6375;dinsdag
11:36:00;628;1-11-2016;1-11-2016;6275;dinsdag
11:44:00;622;1-11-2016;1-11-2016;6216;dinsdag
11:52:00;615;1-11-2016;1-11-2016;6152;dinsdag
12:00:00;616;1-11-2016;1-11-2016;6161;dinsdag
12:08:00;610;1-11-2016;1-11-2016;6102;dinsdag
12:16:00;607;1-11-2016;1-11-2016;6070;dinsdag
12:24:00;605;1-11-2016;1-11-2016;6049;dinsdag
12:32:00;615;1-11-2016;1-11-2016;6149;dinsdag
12:40:00;610;1-11-2016;1-11-2016;6095;dinsdag
12:48:00;604;1-11-2016;1-11-2016;6038;dinsdag
12:56:00;601;1-11-2016;1-11-2016;6009;dinsdag
13:04:00;598;1-11-2016;1-11-2016;5979;dinsdag
13:12:00;600;1-11-2016;1-11-2016;5996;dinsdag
13:20:00;590;1-11-2016;1-11-2016;5896;dinsdag
13:28:00;590;1-11-2016;1-11-2016;5900;dinsdag
13:36:00;592;1-11-2016;1-11-2016;5922;dinsdag
13:44:00;592;1-11-2016;1-11-2016;5923;dinsdag
13:52:00;590;1-11-2016;1-11-2016;5898;dinsdag
14:00:00;588;1-11-2016;1-11-2016;5878;dinsdag
14:08:00;583;1-11-2016;1-11-2016;5827;dinsdag
14:16:00;585;1-11-2016;1-11-2016;5850;dinsdag
14:24:00;581;1-11-2016;1-11-2016;5808;dinsdag
14:32:00;582;1-11-2016;1-11-2016;5820;dinsdag
14:40:00;584;1-11-2016;1-11-2016;5835;dinsdag
14:48:00;581;1-11-2016;1-11-2016;5810;dinsdag
14:56:00;584;1-11-2016;1-11-2016;5835;dinsdag
15:04:00;587;1-11-2016;1-11-2016;5874;dinsdag
15:12:00;590;1-11-2016;1-11-2016;5902;dinsdag
15:20:00;587;1-11-2016;1-11-2016;5867;dinsdag
15:28:00;588;1-11-2016;1-11-2016;5875;dinsdag
15:36:00;585;1-11-2016;1-11-2016;5848;dinsdag
15:44:00;583;1-11-2016;1-11-2016;5834;dinsdag
15:52:00;581;1-11-2016;1-11-2016;5814;dinsdag
16:00:00;585;1-11-2016;1-11-2016;5845;dinsdag
16:08:00;588;1-11-2016;1-11-2016;5883;dinsdag
16:16:00;585;1-11-2016;1-11-2016;5845;dinsdag
16:24:00;583;1-11-2016;1-11-2016;5830;dinsdag
16:32:00;583;1-11-2016;1-11-2016;5832;dinsdag
16:40:00;583;1-11-2016;1-11-2016;5832;dinsdag
16:48:00;584;1-11-2016;1-11-2016;5836;dinsdag
16:56:00;581;1-11-2016;1-11-2016;5807;dinsdag
17:04:00;581;1-11-2016;1-11-2016;5808;dinsdag
17:12:00;577;1-11-2016;1-11-2016;5768;dinsdag
17:20:00;581;1-11-2016;1-11-2016;5812;dinsdag
17:28:00;587;1-11-2016;1-11-2016;5874;dinsdag
17:36:00;589;1-11-2016;1-11-2016;5890;dinsdag
17:44:00;584;1-11-2016;1-11-2016;5844;dinsdag
17:52:00;583;1-11-2016;1-11-2016;5830;dinsdag
18:00:00;583;1-11-2016;1-11-2016;5826;dinsdag
18:08:00;582;1-11-2016;1-11-2016;5818;dinsdag
18:16:00;582;1-11-2016;1-11-2016;5820;dinsdag
18:24:00;581;1-11-2016;1-11-2016;5811;dinsdag
18:32:00;580;1-11-2016;1-11-2016;5804;dinsdag
18:40:00;577;1-11-2016;1-11-2016;5769;dinsdag
18:48:00;577;1-11-2016;1-11-2016;5768;dinsdag
18:56:00;572;1-11-2016;1-11-2016;5716;dinsdag
19:04:00;571;1-11-2016;1-11-2016;5709;dinsdag
19:12:00;574;1-11-2016;1-11-2016;5735;dinsdag
19:20:00;572;1-11-2016;1-11-2016;5718;dinsdag
19:28:00;566;1-11-2016;1-11-2016;5661;dinsdag
19:36:00;567;1-11-2016;1-11-2016;5667;dinsdag
19:44:00;567;1-11-2016;1-11-2016;5671;dinsdag
19:52:00;567;1-11-2016;1-11-2016;5669;dinsdag
20:00:00;563;1-11-2016;1-11-2016;5628;dinsdag
20:08:00;554;1-11-2016;1-11-2016;5544;dinsdag
20:16:00;552;1-11-2016;1-11-2016;5515;dinsdag
20:24:00;551;1-11-2016;1-11-2016;5512;dinsdag
20:32:00;553;1-11-2016;1-11-2016;5528;dinsdag
20:40:00;552;1-11-2016;1-11-2016;5518;dinsdag
20:48:00;552;1-11-2016;1-11-2016;5523;dinsdag
20:56:00;556;1-11-2016;1-11-2016;5556;dinsdag
21:04:00;557;1-11-2016;1-11-2016;5568;dinsdag
21:12:00;558;1-11-2016;1-11-2016;5584;dinsdag
21:20:00;559;1-11-2016;1-11-2016;5585;dinsdag
21:28:00;558;1-11-2016;1-11-2016;5576;dinsdag
21:36:00;556;1-11-2016;1-11-2016;5557;dinsdag
21:44:00;557;1-11-2016;1-11-2016;5572;dinsdag
21:52:00;559;1-11-2016;1-11-2016;5593;dinsdag
22:00:00;563;1-11-2016;1-11-2016;5631;dinsdag
22:08:00;566;1-11-2016;1-11-2016;5663;dinsdag
22:16:00;568;1-11-2016;1-11-2016;5679;dinsdag
22:24:00;568;1-11-2016;1-11-2016;5684;dinsdag
22:32:00;569;1-11-2016;1-11-2016;5686;dinsdag
22:40:00;574;1-11-2016;1-11-2016;5736;dinsdag
22:48:00;576;1-11-2016;1-11-2016;5761;dinsdag
22:56:00;576;1-11-2016;1-11-2016;5758;dinsdag
23:04:00;577;1-11-2016;1-11-2016;5767;dinsdag
23:12:00;578;1-11-2016;1-11-2016;5783;dinsdag
23:20:00;576;1-11-2016;1-11-2016;5760;dinsdag
23:28:00;571;1-11-2016;1-11-2016;5711;dinsdag
23:36:00;567;1-11-2016;1-11-2016;5668;dinsdag
23:44:00;560;1-11-2016;1-11-2016;5595;dinsdag
23:52:00;553;1-11-2016;1-11-2016;5525;dinsdag
00:00:00;555;2-11-2016;2-11-2016;5552;woensdag
00:08:00;553;2-11-2016;2-11-2016;5530;woensdag
00:16:00;553;2-11-2016;2-11-2016;5534;woensdag
00:24:00;554;2-11-2016;2-11-2016;5539;woensdag
00:32:00;554;2-11-2016;2-11-2016;5543;woensdag
00:40:00;555;2-11-2016;2-11-2016;5551;woensdag
00:48:00;552;2-11-2016;2-11-2016;5518;woensdag
00:56:00;552;2-11-2016;2-11-2016;5517;woensdag
01:04:00;554;2-11-2016;2-11-2016;5536;woensdag
01:12:00;557;2-11-2016;2-11-2016;5569;woensdag
01:20:00;562;2-11-2016;2-11-2016;5620;woensdag
01:28:00;560;2-11-2016;2-11-2016;5595;woensdag
01:36:00;556;2-11-2016;2-11-2016;5564;woensdag
01:44:00;555;2-11-2016;2-11-2016;5547;woensdag
01:52:00;553;2-11-2016;2-11-2016;5527;woensdag
02:00:00;551;2-11-2016;2-11-2016;5505;woensdag
02:08:00;550;2-11-2016;2-11-2016;5497;woensdag
02:16:00;552;2-11-2016;2-11-2016;5518;woensdag
02:24:00;554;2-11-2016;2-11-2016;5543;woensdag
02:32:00;558;2-11-2016;2-11-2016;5581;woensdag
02:40:00;557;2-11-2016;2-11-2016;5569;woensdag
02:48:00;556;2-11-2016;2-11-2016;5560;woensdag
02:56:00;559;2-11-2016;2-11-2016;5590;woensdag
03:04:00;559;2-11-2016;2-11-2016;5588;woensdag
03:12:00;556;2-11-2016;2-11-2016;5559;woensdag
03:20:00;553;2-11-2016;2-11-2016;5532;woensdag
03:28:00;556;2-11-2016;2-11-2016;5563;woensdag
03:36:00;554;2-11-2016;2-11-2016;5539;woensdag
03:44:00;550;2-11-2016;2-11-2016;5503;woensdag
03:52:00;549;2-11-2016;2-11-2016;5487;woensdag
04:00:00;546;2-11-2016;2-11-2016;5455;woensdag
04:08:00;548;2-11-2016;2-11-2016;5475;woensdag
04:16:00;549;2-11-2016;2-11-2016;5487;woensdag
04:24:00;548;2-11-2016;2-11-2016;5476;woensdag
04:32:00;549;2-11-2016;2-11-2016;5488;woensdag
04:40:00;547;2-11-2016;2-11-2016;5468;woensdag
04:48:00;546;2-11-2016;2-11-2016;5457;woensdag
04:56:00;545;2-11-2016;2-11-2016;5450;woensdag
05:04:00;543;2-11-2016;2-11-2016;5430;woensdag
05:12:00;545;2-11-2016;2-11-2016;5452;woensdag
05:20:00;551;2-11-2016;2-11-2016;5507;woensdag
05:28:00;551;2-11-2016;2-11-2016;5511;woensdag
05:36:00;550;2-11-2016;2-11-2016;5499;woensdag
05:44:00;550;2-11-2016;2-11-2016;5497;woensdag
05:52:00;547;2-11-2016;2-11-2016;5471;woensdag
06:00:00;545;2-11-2016;2-11-2016;5453;woensdag
06:08:00;544;2-11-2016;2-11-2016;5441;woensdag
06:16:00;545;2-11-2016;2-11-2016;5450;woensdag
06:24:00;545;2-11-2016;2-11-2016;5454;woensdag
06:32:00;547;2-11-2016;2-11-2016;5467;woensdag
06:40:00;547;2-11-2016;2-11-2016;5466;woensdag
06:48:00;548;2-11-2016;2-11-2016;5483;woensdag
06:56:00;545;2-11-2016;2-11-2016;5451;woensdag
07:04:00;548;2-11-2016;2-11-2016;5484;woensdag
07:12:00;554;2-11-2016;2-11-2016;5543;woensdag
07:20:00;554;2-11-2016;2-11-2016;5541;woensdag
07:28:00;553;2-11-2016;2-11-2016;5534;woensdag
07:36:00;557;2-11-2016;2-11-2016;5565;woensdag
07:44:00;561;2-11-2016;2-11-2016;5610;woensdag
07:52:00;562;2-11-2016;2-11-2016;5623;woensdag
08:00:00;562;2-11-2016;2-11-2016;5621;woensdag
08:08:00;567;2-11-2016;2-11-2016;5665;woensdag
08:16:00;564;2-11-2016;2-11-2016;5642;woensdag
08:24:00;562;2-11-2016;2-11-2016;5617;woensdag
08:32:00;557;2-11-2016;2-11-2016;5567;woensdag
08:40:00;556;2-11-2016;2-11-2016;5563;woensdag
08:48:00;556;2-11-2016;2-11-2016;5563;woensdag
08:56:00;555;2-11-2016;2-11-2016;5552;woensdag
09:04:00;560;2-11-2016;2-11-2016;5598;woensdag
09:12:00;554;2-11-2016;2-11-2016;5544;woensdag
09:20:00;552;2-11-2016;2-11-2016;5519;woensdag
09:28:00;552;2-11-2016;2-11-2016;5524;woensdag
09:36:00;552;2-11-2016;2-11-2016;5523;woensdag
09:44:00;558;2-11-2016;2-11-2016;5584;woensdag
09:52:00;561;2-11-2016;2-11-2016;5614;woensdag
10:00:00;565;2-11-2016;2-11-2016;5647;woensdag
10:08:00;566;2-11-2016;2-11-2016;5656;woensdag
10:16:00;567;2-11-2016;2-11-2016;5671;woensdag
10:24:00;573;2-11-2016;2-11-2016;5733;woensdag
10:32:00;567;2-11-2016;2-11-2016;5671;woensdag
10:40:00;572;2-11-2016;2-11-2016;5720;woensdag
10:48:00;572;2-11-2016;2-11-2016;5723;woensdag
10:56:00;565;2-11-2016;2-11-2016;5650;woensdag
11:04:00;563;2-11-2016;2-11-2016;5631;woensdag
11:12:00;563;2-11-2016;2-11-2016;5628;woensdag
11:20:00;561;2-11-2016;2-11-2016;5607;woensdag
11:28:00;558;2-11-2016;2-11-2016;5575;woensdag
11:36:00;556;2-11-2016;2-11-2016;5564;woensdag
11:44:00;558;2-11-2016;2-11-2016;5575;woensdag
11:52:00;558;2-11-2016;2-11-2016;5580;woensdag
12:00:00;559;2-11-2016;2-11-2016;5591;woensdag
12:08:00;559;2-11-2016;2-11-2016;5587;woensdag
12:16:00;559;2-11-2016;2-11-2016;5592;woensdag
12:24:00;561;2-11-2016;2-11-2016;5608;woensdag
12:32:00;560;2-11-2016;2-11-2016;5597;woensdag
12:40:00;555;2-11-2016;2-11-2016;5546;woensdag
12:48:00;565;2-11-2016;2-11-2016;5646;woensdag
12:56:00;567;2-11-2016;2-11-2016;5672;woensdag
13:04:00;569;2-11-2016;2-11-2016;5693;woensdag
13:12:00;568;2-11-2016;2-11-2016;5676;woensdag
13:20:00;567;2-11-2016;2-11-2016;5666;woensdag
13:28:00;563;2-11-2016;2-11-2016;5631;woensdag
13:36:00;565;2-11-2016;2-11-2016;5647;woensdag
13:44:00;559;2-11-2016;2-11-2016;5590;woensdag
13:52:00;557;2-11-2016;2-11-2016;5574;woensdag
14:00:00;564;2-11-2016;2-11-2016;5636;woensdag
14:08:00;568;2-11-2016;2-11-2016;5677;woensdag
14:16:00;561;2-11-2016;2-11-2016;5612;woensdag
14:24:00;565;2-11-2016;2-11-2016;5654;woensdag
14:32:00;565;2-11-2016;2-11-2016;5646;woensdag
14:40:00;565;2-11-2016;2-11-2016;5649;woensdag
14:48:00;569;2-11-2016;2-11-2016;5691;woensdag
14:56:00;572;2-11-2016;2-11-2016;5721;woensdag
15:04:00;573;2-11-2016;2-11-2016;5729;woensdag
15:12:00;570;2-11-2016;2-11-2016;5701;woensdag
15:20:00;572;2-11-2016;2-11-2016;5717;woensdag
15:28:00;569;2-11-2016;2-11-2016;5686;woensdag
15:36:00;570;2-11-2016;2-11-2016;5697;woensdag
15:44:00;567;2-11-2016;2-11-2016;5668;woensdag
15:52:00;571;2-11-2016;2-11-2016;5714;woensdag
16:00:00;574;2-11-2016;2-11-2016;5737;woensdag
16:08:00;574;2-11-2016;2-11-2016;5737;woensdag
16:16:00;571;2-11-2016;2-11-2016;5710;woensdag
16:24:00;573;2-11-2016;2-11-2016;5728;woensdag
16:32:00;575;2-11-2016;2-11-2016;5752;woensdag
16:40:00;571;2-11-2016;2-11-2016;5711;woensdag
16:48:00;573;2-11-2016;2-11-2016;5731;woensdag
16:56:00;579;2-11-2016;2-11-2016;5787;woensdag
17:04:00;578;2-11-2016;2-11-2016;5779;woensdag
17:12:00;573;2-11-2016;2-11-2016;5732;woensdag
17:20:00;578;2-11-2016;2-11-2016;5782;woensdag
17:28:00;580;2-11-2016;2-11-2016;5803;woensdag
17:36:00;576;2-11-2016;2-11-2016;5764;woensdag
17:44:00;580;2-11-2016;2-11-2016;5801;woensdag
17:52:00;582;2-11-2016;2-11-2016;5820;woensdag
18:00:00;576;2-11-2016;2-11-2016;5764;woensdag
18:08:00;578;2-11-2016;2-11-2016;5781;woensdag
18:16:00;580;2-11-2016;2-11-2016;5804;woensdag
18:24:00;580;2-11-2016;2-11-2016;5804;woensdag
18:32:00;578;2-11-2016;2-11-2016;5777;woensdag
18:40:00;573;2-11-2016;2-11-2016;5732;woensdag
18:48:00;572;2-11-2016;2-11-2016;5724;woensdag
18:56:00;571;2-11-2016;2-11-2016;5708;woensdag
19:04:00;569;2-11-2016;2-11-2016;5690;woensdag
19:12:00;573;2-11-2016;2-11-2016;5729;woensdag
19:20:00;570;2-11-2016;2-11-2016;5704;woensdag
19:28:00;573;2-11-2016;2-11-2016;5728;woensdag
19:36:00;583;2-11-2016;2-11-2016;5828;woensdag
19:44:00;593;2-11-2016;2-11-2016;5927;woensdag
19:52:00;592;2-11-2016;2-11-2016;5920;woensdag
20:00:00;592;2-11-2016;2-11-2016;5918;woensdag
20:08:00;589;2-11-2016;2-11-2016;5888;woensdag
20:16:00;574;2-11-2016;2-11-2016;5738;woensdag
20:24:00;572;2-11-2016;2-11-2016;5722;woensdag
20:32:00;576;2-11-2016;2-11-2016;5756;woensdag
20:40:00;578;2-11-2016;2-11-2016;5778;woensdag
20:48:00;581;2-11-2016;2-11-2016;5812;woensdag
20:56:00;587;2-11-2016;2-11-2016;5868;woensdag
21:04:00;588;2-11-2016;2-11-2016;5876;woensdag
21:12:00;588;2-11-2016;2-11-2016;5875;woensdag
21:20:00;580;2-11-2016;2-11-2016;5797;woensdag
21:28:00;576;2-11-2016;2-11-2016;5755;woensdag
21:36:00;578;2-11-2016;2-11-2016;5779;woensdag
21:44:00;581;2-11-2016;2-11-2016;5805;woensdag
21:52:00;583;2-11-2016;2-11-2016;5829;woensdag
22:00:00;579;2-11-2016;2-11-2016;5790;woensdag
22:08:00;577;2-11-2016;2-11-2016;5771;woensdag
22:16:00;579;2-11-2016;2-11-2016;5786;woensdag
22:24:00;576;2-11-2016;2-11-2016;5764;woensdag
22:32:00;579;2-11-2016;2-11-2016;5794;woensdag
22:40:00;583;2-11-2016;2-11-2016;5827;woensdag
22:48:00;586;2-11-2016;2-11-2016;5864;woensdag
22:56:00;592;2-11-2016;2-11-2016;5915;woensdag
23:04:00;597;2-11-2016;2-11-2016;5966;woensdag
23:12:00;599;2-11-2016;2-11-2016;5990;woensdag
23:20:00;597;2-11-2016;2-11-2016;5973;woensdag
23:28:00;597;2-11-2016;2-11-2016;5973;woensdag
23:36:00;587;2-11-2016;2-11-2016;5873;woensdag
23:44:00;578;2-11-2016;2-11-2016;5782;woensdag
23:52:00;577;2-11-2016;2-11-2016;5768;woensdag
00:00:00;580;3-11-2016;3-11-2016;5801;donderdag
00:08:00;582;3-11-2016;3-11-2016;5816;donderdag
00:16:00;582;3-11-2016;3-11-2016;5821;donderdag
00:24:00;580;3-11-2016;3-11-2016;5801;donderdag
00:32:00;578;3-11-2016;3-11-2016;5782;donderdag
00:40:00;576;3-11-2016;3-11-2016;5755;donderdag
00:48:00;574;3-11-2016;3-11-2016;5743;donderdag
00:56:00;572;3-11-2016;3-11-2016;5719;donderdag
01:04:00;568;3-11-2016;3-11-2016;5681;donderdag
01:12:00;568;3-11-2016;3-11-2016;5678;donderdag
01:20:00;569;3-11-2016;3-11-2016;5686;donderdag
01:28:00;571;3-11-2016;3-11-2016;5706;donderdag
01:36:00;569;3-11-2016;3-11-2016;5694;donderdag
01:44:00;570;3-11-2016;3-11-2016;5695;donderdag
01:52:00;569;3-11-2016;3-11-2016;5690;donderdag
02:00:00;571;3-11-2016;3-11-2016;5710;donderdag
02:08:00;571;3-11-2016;3-11-2016;5708;donderdag
02:16:00;569;3-11-2016;3-11-2016;5691;donderdag
02:24:00;572;3-11-2016;3-11-2016;5717;donderdag
02:32:00;570;3-11-2016;3-11-2016;5703;donderdag
02:40:00;565;3-11-2016;3-11-2016;5653;donderdag
02:48:00;562;3-11-2016;3-11-2016;5615;donderdag
02:56:00;560;3-11-2016;3-11-2016;5595;donderdag
03:04:00;560;3-11-2016;3-11-2016;5603;donderdag
03:12:00;560;3-11-2016;3-11-2016;5602;donderdag
03:20:00;562;3-11-2016;3-11-2016;5619;donderdag
03:28:00;565;3-11-2016;3-11-2016;5654;donderdag
03:36:00;564;3-11-2016;3-11-2016;5638;donderdag
03:44:00;565;3-11-2016;3-11-2016;5652;donderdag
03:52:00;565;3-11-2016;3-11-2016;5647;donderdag
04:00:00;567;3-11-2016;3-11-2016;5665;donderdag
04:08:00;569;3-11-2016;3-11-2016;5689;donderdag
04:16:00;573;3-11-2016;3-11-2016;5725;donderdag
04:24:00;576;3-11-2016;3-11-2016;5761;donderdag
